Time (HH:MM:SS),Ch4
17:23:59,86.713
17:24:00,86.701
17:24:01,86.685
17:24:02,86.705
17:24:03,86.726
17:24:04,86.741
17:24:05,86.734
17:24:06,86.710
17:24:07,86.693
17:24:08,86.680
17:24:09,86.693
17:24:10,86.688
17:24:11,86.698
17:24:12,86.693
17:24:13,86.711
17:24:14,86.701
17:24:15,86.683
17:24:16,86.670
17:24:17,86.665
17:24:18,86.688
17:24:19,86.695
17:24:20,86.690
17:24:21,86.695
17:24:22,86.675
17:24:23,86.685
17:24:24,86.660
17:24:25,86.678
17:24:26,86.662
17:24:27,86.675
17:24:28,86.678
17:24:29,86.672
17:24:30,86.675
17:24:31,86.672
17:24:32,86.685
17:24:33,86.678
17:24:34,86.667
17:24:35,86.665
17:24:36,86.657
17:24:37,86.652
17:24:38,86.650
17:24:39,86.660
17:24:40,86.667
17:24:41,86.670
17:24:42,86.670
17:24:43,86.667
17:24:44,86.662
17:24:45,86.655
17:24:46,86.649
17:24:47,86.639
17:24:48,86.634
17:24:49,86.637
17:24:50,86.655
17:24:51,86.665
17:24:52,86.675
17:24:53,86.678
17:24:54,86.665
17:24:55,86.670
17:24:56,86.657
17:24:57,86.662
17:24:58,86.655
17:24:59,86.634
17:25:00,86.634
17:25:01,86.614
17:25:02,86.660
17:25:03,86.665
17:25:04,86.678
17:25:05,86.655
17:25:06,86.652
17:25:07,86.642
17:25:08,86.630
17:25:09,86.622
17:25:10,86.632
17:25:11,86.626
17:25:12,86.639
17:25:13,86.642
17:25:14,86.670
17:25:15,86.647
17:25:16,86.614
17:25:17,86.588
17:25:18,86.583
17:25:19,86.599
17:25:20,86.599
17:25:21,86.593
17:25:22,86.583
17:25:23,86.581
17:25:24,86.586
17:25:25,86.604
17:25:26,86.617
17:25:27,86.629
17:25:28,86.640
17:25:29,86.642
17:25:30,86.630
17:25:31,86.609
17:25:32,86.589
17:25:33,86.599
17:25:34,86.586
17:25:35,86.581
17:25:36,86.583
17:25:37,86.599
17:25:38,86.604
17:25:39,86.601
17:25:40,86.593
17:25:41,86.596
17:25:42,86.604
17:25:43,86.614
17:25:44,86.640
17:25:45,86.624
17:25:46,86.629
17:25:47,86.601
17:25:48,86.616
17:25:49,86.619
17:25:50,86.632
17:25:51,86.619
17:25:52,86.599
17:25:53,86.558
17:25:54,86.535
17:25:55,86.545
17:25:56,86.579
17:25:57,86.581
17:25:58,86.571
17:25:59,86.563
17:26:00,86.571
17:26:01,86.579
17:26:02,86.568
17:26:03,86.553
17:26:04,86.545
17:26:05,86.548
17:26:06,86.556
17:26:07,86.538
17:26:08,86.538
17:26:09,86.540
17:26:10,86.548
17:26:11,86.545
17:26:12,86.550
17:26:13,86.558
17:26:14,86.563
17:26:15,86.566
17:26:16,86.569
17:26:17,86.561
17:26:18,86.540
17:26:19,86.545
17:26:20,86.543
17:26:21,86.558
17:26:22,86.556
17:26:23,86.566
17:26:24,86.553
17:26:25,86.541
17:26:26,86.530
17:26:27,86.538
17:26:28,86.543
17:26:29,86.551
17:26:30,86.540
17:26:31,86.535
17:26:32,86.527
17:26:33,86.525
17:26:34,86.528
17:26:35,86.530
17:26:36,86.535
17:26:37,86.518
17:26:38,86.507
17:26:39,86.518
17:26:40,86.528
17:26:41,86.556
17:26:42,86.541
17:26:43,86.528
17:26:44,86.495
17:26:45,86.500
17:26:46,86.505
17:26:47,86.489
17:26:48,86.507
17:26:49,86.510
17:26:50,86.536
17:26:51,86.510
17:26:52,86.492
17:26:53,86.492
17:26:54,86.487
17:26:55,86.510
17:26:56,86.497
17:26:57,86.502
17:26:58,86.502
17:26:59,86.497
17:27:00,86.510
17:27:01,86.497
17:27:02,86.525
17:27:03,86.507
17:27:04,86.525
17:27:05,86.513
17:27:06,86.528
17:27:07,86.497
17:27:08,86.485
17:27:09,86.474
17:27:10,86.479
17:27:11,86.477
17:27:12,86.462
17:27:13,86.449
17:27:14,86.457
17:27:15,86.459
17:27:16,86.477
17:27:17,86.469
17:27:18,86.467
17:27:19,86.469
17:27:20,86.482
17:27:21,86.462
17:27:22,86.474
17:27:23,86.459
17:27:24,86.490
17:27:25,86.475
17:27:26,86.475
17:27:27,86.467
17:27:28,86.469
17:27:29,86.469
17:27:30,86.457
17:27:31,86.454
17:27:32,86.470
17:27:33,86.475
17:27:34,86.452
17:27:35,86.418
17:27:36,86.431
17:27:37,86.444
17:27:38,86.470
17:27:39,86.459
17:27:40,86.457
17:27:41,86.444
17:27:42,86.457
17:27:43,86.470
17:27:44,86.483
17:27:45,86.465
17:27:46,86.444
17:27:47,86.457
17:27:48,86.452
17:27:49,86.470
17:27:50,86.431
17:27:51,86.431
17:27:52,86.411
17:27:53,86.409
17:27:54,86.421
17:27:55,86.437
17:27:56,86.460
17:27:57,86.465
17:27:58,86.460
17:27:59,86.449
17:28:00,86.465
17:28:01,86.462
17:28:02,86.454
17:28:03,86.426
17:28:04,86.414
17:28:05,86.424
17:28:06,86.409
17:28:07,86.432
17:28:08,86.421
17:28:09,86.424
17:28:10,86.414
17:28:11,86.411
17:28:12,86.429
17:28:13,86.401
17:28:14,86.406
17:28:15,86.396
17:28:16,86.404
17:28:17,86.396
17:28:18,86.391
17:28:19,86.396
17:28:20,86.393
17:28:21,86.396
17:28:22,86.403
17:28:23,86.398
17:28:24,86.388
17:28:25,86.383
17:28:26,86.391
17:28:27,86.409
17:28:28,86.398
17:28:29,86.396
17:28:30,86.378
17:28:31,86.388
17:28:32,86.376
17:28:33,86.381
17:28:34,86.381
17:28:35,86.396
17:28:36,86.396
17:28:37,86.373
17:28:38,86.371
17:28:39,86.378
17:28:40,86.391
17:28:41,86.373
17:28:42,86.361
17:28:43,86.361
17:28:44,86.376
17:28:45,86.379
17:28:46,86.371
17:28:47,86.356
17:28:48,86.350
17:28:49,86.371
17:28:50,86.383
17:28:51,86.381
17:28:52,86.381
17:28:53,86.386
17:28:54,86.371
17:28:55,86.363
17:28:56,86.363
17:28:57,86.358
17:28:58,86.333
17:28:59,86.335
17:29:00,86.338
17:29:01,86.355
17:29:02,86.338
17:29:03,86.358
17:29:04,86.353
17:29:05,86.355
17:29:06,86.330
17:29:07,86.338
17:29:08,86.351
17:29:09,86.379
17:29:10,86.379
17:29:11,86.343
17:29:12,86.338
17:29:13,86.330
17:29:14,86.363
17:29:15,86.343
17:29:16,86.348
17:29:17,86.333
17:29:18,86.328
17:29:19,86.325
17:29:20,86.315
17:29:21,86.312
17:29:22,86.295
17:29:23,86.300
17:29:24,86.328
17:29:25,86.335
17:29:26,86.330
17:29:27,86.302
17:29:28,86.285
17:29:29,86.282
17:29:30,86.287
17:29:31,86.297
17:29:32,86.300
17:29:33,86.300
17:29:34,86.302
17:29:35,86.297
17:29:36,86.303
17:29:37,86.300
17:29:38,86.315
17:29:39,86.297
17:29:40,86.305
17:29:41,86.297
17:29:42,86.295
17:29:43,86.293
17:29:44,86.265
17:29:45,86.287
17:29:46,86.280
17:29:47,86.305
17:29:48,86.282
17:29:49,86.282
17:29:50,86.287
17:29:51,86.297
17:29:52,86.292
17:29:53,86.270
17:29:54,86.275
17:29:55,86.267
17:29:56,86.277
17:29:57,86.254
17:29:58,86.264
17:29:59,86.252
17:30:00,86.269
17:30:01,86.282
17:30:02,86.280
17:30:03,86.272
17:30:04,86.257
17:30:05,86.247
17:30:06,86.254
17:30:07,86.259
17:30:08,86.285
17:30:09,86.285
17:30:10,86.259
17:30:11,86.242
17:30:12,86.249
17:30:13,86.270
17:30:14,86.275
17:30:15,86.260
17:30:16,86.262
17:30:17,86.265
17:30:18,86.257
17:30:19,86.244
17:30:20,86.255
17:30:21,86.252
17:30:22,86.262
17:30:23,86.252
17:30:24,86.265
17:30:25,86.262
17:30:26,86.262
17:30:27,86.267
17:30:28,86.247
17:30:29,86.229
17:30:30,86.211
17:30:31,86.211
17:30:32,86.216
17:30:33,86.232
17:30:34,86.227
17:30:35,86.234
17:30:36,86.222
17:30:37,86.227
17:30:38,86.216
17:30:39,86.211
17:30:40,86.224
17:30:41,86.219
17:30:42,86.219
17:30:43,86.206
17:30:44,86.224
17:30:45,86.214
17:30:46,86.217
17:30:47,86.219
17:30:48,86.227
17:30:49,86.219
17:30:50,86.196
17:30:51,86.191
17:30:52,86.184
17:30:53,86.189
17:30:54,86.178
17:30:55,86.189
17:30:56,86.173
17:30:57,86.189
17:30:58,86.204
17:30:59,86.245
17:31:00,86.229
17:31:01,86.229
17:31:02,86.214
17:31:03,86.247
17:31:04,86.235
17:31:05,86.220
17:31:06,86.207
17:31:07,86.217
17:31:08,86.209
17:31:09,86.184
17:31:10,86.156
17:31:11,86.148
17:31:12,86.156
17:31:13,86.153
17:31:14,86.164
17:31:15,86.176
17:31:16,86.189
17:31:17,86.197
17:31:18,86.187
17:31:19,86.197
17:31:20,86.192
17:31:21,86.189
17:31:22,86.181
17:31:23,86.181
17:31:24,86.186
17:31:25,86.189
17:31:26,86.194
17:31:27,86.189
17:31:28,86.176
17:31:29,86.171
17:31:30,86.181
17:31:31,86.179
17:31:32,86.163
17:31:33,86.148
17:31:34,86.135
17:31:35,86.161
17:31:36,86.159
17:31:37,86.192
17:31:38,86.189
17:31:39,86.197
17:31:40,86.184
17:31:41,86.163
17:31:42,86.161
17:31:43,86.154
17:31:44,86.166
17:31:45,86.166
17:31:46,86.159
17:31:47,86.149
17:31:48,86.151
17:31:49,86.169
17:31:50,86.171
17:31:51,86.161
17:31:52,86.141
17:31:53,86.149
17:31:54,86.136
17:31:55,86.144
17:31:56,86.123
17:31:57,86.139
17:31:58,86.129
17:31:59,86.106
17:32:00,86.098
17:32:01,86.108
17:32:02,86.151
17:32:03,86.144
17:32:04,86.128
17:32:05,86.118
17:32:06,86.123
17:32:07,86.141
17:32:08,86.141
17:32:09,86.139
17:32:10,86.131
17:32:11,86.113
17:32:12,86.116
17:32:13,86.126
17:32:14,86.144
17:32:15,86.144
17:32:16,86.123
17:32:17,86.118
17:32:18,86.113
17:32:19,86.118
17:32:20,86.126
17:32:21,86.126
17:32:22,86.126
17:32:23,86.121
17:32:24,86.116
17:32:25,86.113
17:32:26,86.106
17:32:27,86.111
17:32:28,86.108
17:32:29,86.108
17:32:30,86.106
17:32:31,86.111
17:32:32,86.093
17:32:33,86.098
17:32:34,86.088
17:32:35,86.098
17:32:36,86.093
17:32:37,86.083
17:32:38,86.093
17:32:39,86.078
17:32:40,86.093
17:32:41,86.068
17:32:42,86.078
17:32:43,86.063
17:32:44,86.060
17:32:45,86.068
17:32:46,86.093
17:32:47,86.101
17:32:48,86.091
17:32:49,86.073
17:32:50,86.096
17:32:51,86.088
17:32:52,86.101
17:32:53,86.083
17:32:54,86.075
17:32:55,86.070
17:32:56,86.083
17:32:57,86.096
17:32:58,86.088
17:32:59,86.070
17:33:00,86.058
17:33:01,86.045
17:33:02,86.050
17:33:03,86.045
17:33:04,86.055
17:33:05,86.058
17:33:06,86.083
17:33:07,86.091
17:33:08,86.088
17:33:09,86.081
17:33:10,86.061
17:33:11,86.063
17:33:12,86.063
17:33:13,86.071
17:33:14,86.073
17:33:15,86.080
17:33:16,86.080
17:33:17,86.068
17:33:18,86.050
17:33:19,86.048
17:33:20,86.038
17:33:21,86.058
17:33:22,86.073
17:33:23,86.055
17:33:24,86.030
17:33:25,86.002
17:33:26,86.028
17:33:27,86.048
17:33:28,86.051
17:33:29,86.053
17:33:30,86.038
17:33:31,86.051
17:33:32,86.043
17:33:33,86.048
17:33:34,86.043
17:33:35,86.043
17:33:36,86.035
17:33:37,86.038
17:33:38,86.040
17:33:39,86.050
17:33:40,86.055
17:33:41,86.048
17:33:42,86.038
17:33:43,86.015
17:33:44,86.018
17:33:45,86.018
17:33:46,86.018
17:33:47,86.003
17:33:48,85.992
17:33:49,85.997
17:33:50,86.002
17:33:51,86.005
17:33:52,86.002
17:33:53,86.010
17:33:54,86.010
17:33:55,86.008
17:33:56,85.982
17:33:57,85.985
17:33:58,85.990
17:33:59,86.008
17:34:00,85.987
17:34:01,85.982
17:34:02,85.998
17:34:03,86.010
17:34:04,86.020
17:34:05,86.010
17:34:06,86.007
17:34:07,85.980
17:34:08,85.967
17:34:09,85.967
17:34:10,85.992
17:34:11,86.000
17:34:12,85.993
17:34:13,85.977
17:34:14,85.965
17:34:15,85.975
17:34:16,85.975
17:34:17,85.975
17:34:18,85.962
17:34:19,85.960
17:34:20,85.975
17:34:21,85.988
17:34:22,85.990
17:34:23,85.975
17:34:24,85.993
17:34:25,86.011
17:34:26,86.013
17:34:27,85.980
17:34:28,85.962
17:34:29,85.964
17:34:30,85.977
17:34:31,85.975
17:34:32,85.968
17:34:33,85.955
17:34:34,85.965
17:34:35,85.972
17:34:36,85.982
17:34:37,85.955
17:34:38,85.962
17:34:39,85.952
17:34:40,85.973
17:34:41,85.942
17:34:42,85.952
17:34:43,85.952
17:34:44,85.960
17:34:45,85.958
17:34:46,85.963
17:34:47,85.963
17:34:48,85.955
17:34:49,85.960
17:34:50,85.978
17:34:51,85.983
17:34:52,85.947
17:34:53,85.945
17:34:54,85.932
17:34:55,85.963
17:34:56,85.963
17:34:57,85.955
17:34:58,85.950
17:34:59,85.935
17:35:00,85.950
17:35:01,85.942
17:35:02,85.953
17:35:03,85.943
17:35:04,85.945
17:35:05,85.947
17:35:06,85.947
17:35:07,85.955
17:35:08,85.942
17:35:09,85.950
17:35:10,85.942
17:35:11,85.940
17:35:12,85.953
17:35:13,85.927
17:35:14,85.917
17:35:15,85.917
17:35:16,85.932
17:35:17,85.950
17:35:18,85.940
17:35:19,85.917
17:35:20,85.912
17:35:21,85.897
17:35:22,85.899
17:35:23,85.899
17:35:24,85.902
17:35:25,85.912
17:35:26,85.920
17:35:27,85.910
17:35:28,85.917
17:35:29,85.905
17:35:30,85.920
17:35:31,85.922
17:35:32,85.917
17:35:33,85.912
17:35:34,85.907
17:35:35,85.912
17:35:36,85.920
17:35:37,85.927
17:35:38,85.920
17:35:39,85.912
17:35:40,85.902
17:35:41,85.892
17:35:42,85.874
17:35:43,85.877
17:35:44,85.887
17:35:45,85.897
17:35:46,85.875
17:35:47,85.882
17:35:48,85.872
17:35:49,85.900
17:35:50,85.892
17:35:51,85.915
17:35:52,85.895
17:35:53,85.895
17:35:54,85.887
17:35:55,85.890
17:35:56,85.905
17:35:57,85.885
17:35:58,85.903
17:35:59,85.877
17:36:00,85.900
17:36:01,85.883
17:36:02,85.877
17:36:03,85.882
17:36:04,85.877
17:36:05,85.893
17:36:06,85.865
17:36:07,85.875
17:36:08,85.847
17:36:09,85.854
17:36:10,85.837
17:36:11,85.857
17:36:12,85.867
17:36:13,85.885
17:36:14,85.867
17:36:15,85.857
17:36:16,85.834
17:36:17,85.839
17:36:18,85.819
17:36:19,85.834
17:36:20,85.845
17:36:21,85.837
17:36:22,85.824
17:36:23,85.822
17:36:24,85.855
17:36:25,85.862
17:36:26,85.842
17:36:27,85.819
17:36:28,85.809
17:36:29,85.834
17:36:30,85.839
17:36:31,85.839
17:36:32,85.819
17:36:33,85.812
17:36:34,85.820
17:36:35,85.815
17:36:36,85.815
17:36:37,85.804
17:36:38,85.802
17:36:39,85.817
17:36:40,85.829
17:36:41,85.837
17:36:42,85.832
17:36:43,85.817
17:36:44,85.819
17:36:45,85.827
17:36:46,85.832
17:36:47,85.847
17:36:48,85.850
17:36:49,85.845
17:36:50,85.830
17:36:51,85.809
17:36:52,85.814
17:36:53,85.825
17:36:54,85.822
17:36:55,85.807
17:36:56,85.787
17:36:57,85.782
17:36:58,85.792
17:36:59,85.799
17:37:00,85.799
17:37:01,85.794
17:37:02,85.779
17:37:03,85.784
17:37:04,85.789
17:37:05,85.802
17:37:06,85.797
17:37:07,85.794
17:37:08,85.794
17:37:09,85.792
17:37:10,85.794
17:37:11,85.794
17:37:12,85.797
17:37:13,85.784
17:37:14,85.784
17:37:15,85.805
17:37:16,85.825
17:37:17,85.827
17:37:18,85.835
17:37:19,85.825
17:37:20,85.820
17:37:21,85.787
17:37:22,85.784
17:37:23,85.774
17:37:24,85.769
17:37:25,85.767
17:37:26,85.777
17:37:27,85.789
17:37:28,85.779
17:37:29,85.769
17:37:30,85.759
17:37:31,85.764
17:37:32,85.772
17:37:33,85.779
17:37:34,85.772
17:37:35,85.759
17:37:36,85.757
17:37:37,85.744
17:37:38,85.754
17:37:39,85.762
17:37:40,85.797
17:37:41,85.790
17:37:42,85.790
17:37:43,85.757
17:37:44,85.764
17:37:45,85.754
17:37:46,85.764
17:37:47,85.762
17:37:48,85.757
17:37:49,85.759
17:37:50,85.752
17:37:51,85.754
17:37:52,85.742
17:37:53,85.744
17:37:54,85.731
17:37:55,85.749
17:37:56,85.737
17:37:57,85.752
17:37:58,85.729
17:37:59,85.744
17:38:00,85.726
17:38:01,85.729
17:38:02,85.714
17:38:03,85.732
17:38:04,85.730
17:38:05,85.724
17:38:06,85.714
17:38:07,85.732
17:38:08,85.744
17:38:09,85.737
17:38:10,85.719
17:38:11,85.714
17:38:12,85.734
17:38:13,85.742
17:38:14,85.722
17:38:15,85.707
17:38:16,85.709
17:38:17,85.729
17:38:18,85.722
17:38:19,85.712
17:38:20,85.704
17:38:21,85.720
17:38:22,85.699
17:38:23,85.687
17:38:24,85.669
17:38:25,85.674
17:38:26,85.687
17:38:27,85.682
17:38:28,85.687
17:38:29,85.681
17:38:30,85.689
17:38:31,85.704
17:38:32,85.727
17:38:33,85.712
17:38:34,85.704
17:38:35,85.687
17:38:36,85.702
17:38:37,85.702
17:38:38,85.697
17:38:39,85.697
17:38:40,85.702
17:38:41,85.709
17:38:42,85.709
17:38:43,85.694
17:38:44,85.689
17:38:45,85.674
17:38:46,85.674
17:38:47,85.672
17:38:48,85.687
17:38:49,85.684
17:38:50,85.681
17:38:51,85.692
17:38:52,85.707
17:38:53,85.707
17:38:54,85.697
17:38:55,85.687
17:38:56,85.677
17:38:57,85.667
17:38:58,85.672
17:38:59,85.687
17:39:00,85.699
17:39:01,85.682
17:39:02,85.692
17:39:03,85.669
17:39:04,85.679
17:39:05,85.667
17:39:06,85.679
17:39:07,85.677
17:39:08,85.667
17:39:09,85.667
17:39:10,85.677
17:39:11,85.672
17:39:12,85.667
17:39:13,85.657
17:39:14,85.662
17:39:15,85.662
17:39:16,85.677
17:39:17,85.672
17:39:18,85.667
17:39:19,85.644
17:39:20,85.649
17:39:21,85.652
17:39:22,85.654
17:39:23,85.649
17:39:24,85.655
17:39:25,85.645
17:39:26,85.645
17:39:27,85.642
17:39:28,85.670
17:39:29,85.677
17:39:30,85.685
17:39:31,85.670
17:39:32,85.672
17:39:33,85.654
17:39:34,85.634
17:39:35,85.624
17:39:36,85.622
17:39:37,85.627
17:39:38,85.612
17:39:39,85.594
17:39:40,85.599
17:39:41,85.609
17:39:42,85.614
17:39:43,85.627
17:39:44,85.619
17:39:45,85.634
17:39:46,85.624
17:39:47,85.629
17:39:48,85.619
17:39:49,85.607
17:39:50,85.597
17:39:51,85.609
17:39:52,85.619
17:39:53,85.624
17:39:54,85.612
17:39:55,85.602
17:39:56,85.609
17:39:57,85.604
17:39:58,85.614
17:39:59,85.607
17:40:00,85.604
17:40:01,85.602
17:40:02,85.609
17:40:03,85.627
17:40:04,85.619
17:40:05,85.599
17:40:06,85.589
17:40:07,85.600
17:40:08,85.605
17:40:09,85.590
17:40:10,85.572
17:40:11,85.572
17:40:12,85.595
17:40:13,85.592
17:40:14,85.584
17:40:15,85.564
17:40:16,85.577
17:40:17,85.592
17:40:18,85.585
17:40:19,85.580
17:40:20,85.572
17:40:21,85.577
17:40:22,85.575
17:40:23,85.567
17:40:24,85.562
17:40:25,85.552
17:40:26,85.554
17:40:27,85.552
17:40:28,85.547
17:40:29,85.544
17:40:30,85.539
17:40:31,85.542
17:40:32,85.537
17:40:33,85.557
17:40:34,85.562
17:40:35,85.565
17:40:36,85.552
17:40:37,85.542
17:40:38,85.537
17:40:39,85.542
17:40:40,85.539
17:40:41,85.542
17:40:42,85.547
17:40:43,85.557
17:40:44,85.564
17:40:45,85.552
17:40:46,85.562
17:40:47,85.550
17:40:48,85.552
17:40:49,85.542
17:40:50,85.555
17:40:51,85.552
17:40:52,85.547
17:40:53,85.535
17:40:54,85.540
17:40:55,85.547
17:40:56,85.560
17:40:57,85.555
17:40:58,85.557
17:40:59,85.555
17:41:00,85.562
17:41:01,85.560
17:41:02,85.552
17:41:03,85.524
17:41:04,85.527
17:41:05,85.514
17:41:06,85.519
17:41:07,85.494
17:41:08,85.499
17:41:09,85.500
17:41:10,85.505
17:41:11,85.502
17:41:12,85.499
17:41:13,85.484
17:41:14,85.489
17:41:15,85.504
17:41:16,85.532
17:41:17,85.530
17:41:18,85.504
17:41:19,85.487
17:41:20,85.476
17:41:21,85.482
17:41:22,85.489
17:41:23,85.499
17:41:24,85.507
17:41:25,85.502
17:41:26,85.507
17:41:27,85.517
17:41:28,85.517
17:41:29,85.519
17:41:30,85.519
17:41:31,85.532
17:41:32,85.517
17:41:33,85.497
17:41:34,85.512
17:41:35,85.499
17:41:36,85.512
17:41:37,85.482
17:41:38,85.499
17:41:39,85.492
17:41:40,85.502
17:41:41,85.499
17:41:42,85.499
17:41:43,85.477
17:41:44,85.452
17:41:45,85.459
17:41:46,85.492
17:41:47,85.510
17:41:48,85.512
17:41:49,85.492
17:41:50,85.487
17:41:51,85.477
17:41:52,85.487
17:41:53,85.484
17:41:54,85.492
17:41:55,85.484
17:41:56,85.482
17:41:57,85.474
17:41:58,85.472
17:41:59,85.477
17:42:00,85.477
17:42:01,85.459
17:42:02,85.464
17:42:03,85.459
17:42:04,85.469
17:42:05,85.454
17:42:06,85.454
17:42:07,85.454
17:42:08,85.474
17:42:09,85.477
17:42:10,85.464
17:42:11,85.437
17:42:12,85.429
17:42:13,85.442
17:42:14,85.452
17:42:15,85.447
17:42:16,85.439
17:42:17,85.434
17:42:18,85.435
17:42:19,85.429
17:42:20,85.427
17:42:21,85.417
17:42:22,85.417
17:42:23,85.419
17:42:24,85.427
17:42:25,85.417
17:42:26,85.409
17:42:27,85.409
17:42:28,85.414
17:42:29,85.412
17:42:30,85.404
17:42:31,85.412
17:42:32,85.434
17:42:33,85.442
17:42:34,85.432
17:42:35,85.409
17:42:36,85.404
17:42:37,85.404
17:42:38,85.404
17:42:39,85.412
17:42:40,85.404
17:42:41,85.412
17:42:42,85.412
17:42:43,85.420
17:42:44,85.420
17:42:45,85.402
17:42:46,85.397
17:42:47,85.395
17:42:48,85.415
17:42:49,85.440
17:42:50,85.429
17:42:51,85.417
17:42:52,85.410
17:42:53,85.417
17:42:54,85.412
17:42:55,85.407
17:42:56,85.407
17:42:57,85.405
17:42:58,85.387
17:42:59,85.395
17:43:00,85.405
17:43:01,85.425
17:43:02,85.412
17:43:03,85.405
17:43:04,85.385
17:43:05,85.400
17:43:06,85.405
17:43:07,85.405
17:43:08,85.390
17:43:09,85.374
17:43:10,85.389
17:43:11,85.397
17:43:12,85.400
17:43:13,85.397
17:43:14,85.385
17:43:15,85.385
17:43:16,85.380
17:43:17,85.357
17:43:18,85.355
17:43:19,85.360
17:43:20,85.385
17:43:21,85.382
17:43:22,85.367
17:43:23,85.365
17:43:24,85.375
17:43:25,85.380
17:43:26,85.385
17:43:27,85.372
17:43:28,85.354
17:43:29,85.349
17:43:30,85.365
17:43:31,85.377
17:43:32,85.370
17:43:33,85.355
17:43:34,85.352
17:43:35,85.352
17:43:36,85.337
17:43:37,85.347
17:43:38,85.357
17:43:39,85.390
17:43:40,85.375
17:43:41,85.372
17:43:42,85.367
17:43:43,85.382
17:43:44,85.372
17:43:45,85.367
17:43:46,85.362
17:43:47,85.360
17:43:48,85.347
17:43:49,85.335
17:43:50,85.342
17:43:51,85.362
17:43:52,85.357
17:43:53,85.335
17:43:54,85.312
17:43:55,85.317
17:43:56,85.322
17:43:57,85.325
17:43:58,85.342
17:43:59,85.352
17:44:00,85.350
17:44:01,85.332
17:44:02,85.322
17:44:03,85.335
17:44:04,85.340
17:44:05,85.352
17:44:06,85.327
17:44:07,85.330
17:44:08,85.348
17:44:09,85.363
17:44:10,85.352
17:44:11,85.330
17:44:12,85.340
17:44:13,85.340
17:44:14,85.327
17:44:15,85.330
17:44:16,85.330
17:44:17,85.337
17:44:18,85.320
17:44:19,85.320
17:44:20,85.327
17:44:21,85.325
17:44:22,85.337
17:44:23,85.332
17:44:24,85.335
17:44:25,85.333
17:44:26,85.313
17:44:27,85.318
17:44:28,85.295
17:44:29,85.322
17:44:30,85.310
17:44:31,85.320
17:44:32,85.330
17:44:33,85.340
17:44:34,85.345
17:44:35,85.332
17:44:36,85.327
17:44:37,85.312
17:44:38,85.305
17:44:39,85.312
17:44:40,85.310
17:44:41,85.322
17:44:42,85.327
17:44:43,85.330
17:44:44,85.312
17:44:45,85.295
17:44:46,85.292
17:44:47,85.302
17:44:48,85.310
17:44:49,85.320
17:44:50,85.315
17:44:51,85.297
17:44:52,85.282
17:44:53,85.297
17:44:54,85.323
17:44:55,85.330
17:44:56,85.303
17:44:57,85.287
17:44:58,85.285
17:44:59,85.300
17:45:00,85.292
17:45:01,85.308
17:45:02,85.313
17:45:03,85.310
17:45:04,85.300
17:45:05,85.282
17:45:06,85.277
17:45:07,85.260
17:45:08,85.265
17:45:09,85.278
17:45:10,85.288
17:45:11,85.290
17:45:12,85.292
17:45:13,85.310
17:45:14,85.305
17:45:15,85.310
17:45:16,85.295
17:45:17,85.300
17:45:18,85.288
17:45:19,85.277
17:45:20,85.245
17:45:21,85.250
17:45:22,85.250
17:45:23,85.260
17:45:24,85.242
17:45:25,85.237
17:45:26,85.250
17:45:27,85.257
17:45:28,85.247
17:45:29,85.235
17:45:30,85.240
17:45:31,85.260
17:45:32,85.255
17:45:33,85.243
17:45:34,85.243
17:45:35,85.243
17:45:36,85.245
17:45:37,85.230
17:45:38,85.240
17:45:39,85.235
17:45:40,85.240
17:45:41,85.228
17:45:42,85.228
17:45:43,85.225
17:45:44,85.227
17:45:45,85.230
17:45:46,85.240
17:45:47,85.245
17:45:48,85.235
17:45:49,85.220
17:45:50,85.218
17:45:51,85.233
17:45:52,85.248
17:45:53,85.258
17:45:54,85.253
17:45:55,85.243
17:45:56,85.220
17:45:57,85.220
17:45:58,85.235
17:45:59,85.243
17:46:00,85.228
17:46:01,85.220
17:46:02,85.228
17:46:03,85.248
17:46:04,85.248
17:46:05,85.253
17:46:06,85.238
17:46:07,85.223
17:46:08,85.205
17:46:09,85.198
17:46:10,85.210
17:46:11,85.210
17:46:12,85.228
17:46:13,85.215
17:46:14,85.215
17:46:15,85.195
17:46:16,85.203
17:46:17,85.200
17:46:18,85.220
17:46:19,85.210
17:46:20,85.200
17:46:21,85.190
17:46:22,85.185
17:46:23,85.198
17:46:24,85.193
17:46:25,85.200
17:46:26,85.203
17:46:27,85.205
17:46:28,85.210
17:46:29,85.203
17:46:30,85.193
17:46:31,85.180
17:46:32,85.170
17:46:33,85.183
17:46:34,85.178
17:46:35,85.193
17:46:36,85.203
17:46:37,85.203
17:46:38,85.193
17:46:39,85.168
17:46:40,85.185
17:46:41,85.186
17:46:42,85.191
17:46:43,85.186
17:46:44,85.190
17:46:45,85.193
17:46:46,85.180
17:46:47,85.173
17:46:48,85.168
17:46:49,85.185
17:46:50,85.198
17:46:51,85.206
17:46:52,85.188
17:46:53,85.170
17:46:54,85.168
17:46:55,85.165
17:46:56,85.175
17:46:57,85.165
17:46:58,85.168
17:46:59,85.170
17:47:00,85.181
17:47:01,85.186
17:47:02,85.181
17:47:03,85.181
17:47:04,85.168
17:47:05,85.186
17:47:06,85.186
17:47:07,85.193
17:47:08,85.166
17:47:09,85.150
17:47:10,85.148
17:47:11,85.165
17:47:12,85.156
17:47:13,85.158
17:47:14,85.158
17:47:15,85.166
17:47:16,85.150
